Name; dG; StdError; SMILE; Token; Solvent; MW; HeavyMW; maxAbsCharge; minAbsCharge; #V e; HLC; Class; HLCerr 
1,3,4,7,9-pentachlorodibenzofuran; -2.225; 0.092331; C1=C(C=C(C2=C1OC3=C2C(=CC(=C3Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.24974203722931415; 0.24684164781556453; 0.47569396816801346; 0.3299476043193518; 0.3108108108108108; 97.0; 7; 0.0
1,3,6,7,8-pentachlorodibenzofuran; -1.633; 0.095922; C1=C(C=C(C2=C1OC3=C(C(=C(C=C23)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.24974203722931415; 0.24684164781556453; 0.4757525763343398; 0.32700615553766726; 0.3108108108108108; 77.0; 7; 0.0
1,4,6,7,8-pentachlorodibenzofuran; -1.674; 0.145822; C1=CC(=C2C(=C1Cl)C3=CC(=C(C(=C3O2)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.24974203722931415; 0.24684164781556453; 0.4741600894740069; 0.32717573658894317; 0.3108108108108108; 110.0; 7; 0.0
2,3,4,6,7-pentachlorodibenzofuran; -2.613; 0.166676; C1=CC(=C(C2=C1C3=CC(=C(C(=C3O2)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.24974203722931415; 0.24684164781556453; 0.47416003672526685; 0.32706096521384265; 0.3108108108108108; 70.0; 7; 0.0
2,3,4,6,8-pentachlorodibenzofuran; -2.525; 0.113578; C1=C(C=C(C2=C1C3=CC(=C(C(=C3O2)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.24974203722931415; 0.24684164781556453; 0.47421871207672156; 0.32705995997080106; 0.3108108108108108; 67.0; 7; 0.0
2,3,4,7,8-pentachlorodibenzofuran; -2.968889; 0.156521; C1=C2C3=CC(=C(C(=C3OC2=CC(=C1Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.24974203722931415; 0.24684164781556453; 0.47581092624506266; 0.3268904023858609; 0.3108108108108108; 142.40207624494928; 7; 6.8279743305138485
1,2,3,4,6,7-hexachlorodibenzofuran; -1.112; 0.10008; C1=CC(=C(C2=C1C3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.47409938308130956; 0.3302371711751564; 0.3310810810810811; 69.0; 7; 0.0
1,2,3,4,6,8-hexachlorodibenzofuran; -1.162; 0.054918; C1=C(C=C(C2=C1C3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.4741580584999957; 0.33023617679283784; 0.3310810810810811; 49.51144251170733; 7; 8.372392431867334
1,2,3,4,6,9-hexachlorodibenzofuran; -2.379; 0.115884; C1=CC(=C2C(=C1Cl)C3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.47409942528314775; 0.3303525454044415; 0.3310810810810811; 180.0; 7; 0.0
1,2,3,4,7,8-hexachlorodibenzofuran; -1.524; 0.064218; C1=C2C(=CC(=C1Cl)Cl)OC3=C2C(=C(C(=C3Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.47575027831008004; 0.3300666105864626; 0.3310810810810811; 72.40799320865177; 7; 8.518042470480077
1,2,3,4,7,9-hexachlorodibenzofuran; -2.286; 0.126507; C1=C(C=C(C2=C1OC3=C2C(=C(C(=C3Cl)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.4756919178093076; 0.3301829556787393; 0.3310810810810811; 110.0; 7; 0.0
1,2,3,4,8,9-hexachlorodibenzofuran; -2.82; 0.12; C1=CC(=C(C2=C1OC3=C2C(=C(C(=C3Cl)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.47574847761074446; 0.3301821359495861; 0.3310810810810811; 195.0; 7; 0.8109302162163292
1,2,3,6,7,8-hexachlorodibenzofuran; -1.512; 0.075339; C1=C2C3=C(C(=C(C=C3OC2=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.4757505731133215; 0.32700815309784015; 0.3310810810810811; 91.27568563202078; 7; 7.669156693987832
1,2,3,6,7,9-hexachlorodibenzofuran; -2.478; 0.118136; C1=C2C(=C(C(=C1Cl)Cl)Cl)C3=C(O2)C(=C(C=C3Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.47569196461029456; 0.32994961252794885; 0.3310810810810811; 110.0; 7; 0.0
1,2,3,6,8,9-hexachlorodibenzofuran; -3.107; 0.127283; C1=C2C(=C(C(=C1Cl)Cl)Cl)C3=C(O2)C(=CC(=C3Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.4757506212463182; 0.32695601660571844; 0.3310810810810811; 140.0; 7; 0.0
1,2,3,7,8,9-hexachlorodibenzofuran; -3.414; 0.056249; C1=C2C(=C(C(=C1Cl)Cl)Cl)C3=C(C(=C(C=C3O2)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.4773431197348797; 0.2909524617698724; 0.3310810810810811; 123.3535497449576; 7; 8.363329890140704
1,2,4,6,7,8-hexachlorodibenzofuran; -1.362; 0.138838; C1=C2C3=C(C(=CC(=C3Cl)Cl)Cl)OC2=C(C(=C1Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.47415807773485624; 0.3271777343387493; 0.3310810810810811; 47.51525668227644; 7; 8.043467400881504
1,2,4,6,7,9-hexachlorodibenzofuran; -2.178; 0.182198; C1=C(C2=C(C(=C1Cl)Cl)OC3=C2C(=C(C=C3Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.4740994636409525; 0.3301192018013987; 0.3310810810810811; 160.0; 7; 0.0
1,2,4,6,8,9-hexachlorodibenzofuran; -2.784; 0.17054; C1=C(C2=C(C3=C(O2)C(=CC(=C3Cl)Cl)Cl)C(=C1Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.47415812057992374; 0.327125609625049; 0.3310810810810811; 120.01042408724376; 7; 9.351127812468524
1,3,4,6,7,8-hexachlorodibenzofuran; -1.308; 0.078077; C1=C2C3=C(C(=C(C=C3Cl)Cl)Cl)OC2=C(C(=C1Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.4740994208555656; 0.33000379386087403; 0.3310810810810811; 110.0; 7; 0.0
1,3,4,6,7,9-hexachlorodibenzofuran; -2.121111; 0.087107; C1=C(C2=C(C(=C1Cl)Cl)OC3=C2C(=CC(=C3Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.27484542214916374; 0.2727793499223032; 0.47404080670047405; 0.33012012553596987; 0.3310810810810811; 160.0; 7; 0.0
2,3,4,6,7,8-hexachlorodibenzofuran; -2.606; 0.084285; C1=C2C3=CC(=C(C(=C3OC2=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.27484542214916374; 0.2727793499223032; 0.47415802473359003; 0.32706289187943133; 0.3310810810810811; 122.3450209463036; 7; 9.087185727319817
1,2,3,4,6,7,8-heptachlorodibenzofuran; -1.038; 0.050557; C1=C2C3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)OC2=C(C(=C1Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.29994880706901345; 0.298717052029042; 0.47409737075534925; 0.330239108880904; 0.35135135135135137; 121.85788917464916; 7; 11.245913834675406
1,2,3,4,6,7,9-heptachlorodibenzofuran; -2.134; 0.088227; C1=C(C2=C(C(=C1Cl)Cl)OC3=C2C(=C(C(=C3Cl)Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.29994880706901345; 0.29871705202904186; 0.47403875626170944; 0.33035547754945455; 0.35135135135135137; 160.0; 7; 0.0
1,2,3,4,6,8,9-heptachlorodibenzofuran; -2.387; 0.090117; C1=C(C2=C(C3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl)C(=C1Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.29994880706901345; 0.298717052029042; 0.47409741319950865; 0.3303545546033703; 0.35135135135135137; 100.0168604610587; 7; 8.687954166465714
1,2,3,4,7,8,9-heptachlorodibenzofuran; -2.666; 0.105281; C1=C2C(=C(C(=C1Cl)Cl)Cl)C3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.29994880706901345; 0.29871705202904186; 0.47568991424502954; 0.3301849646885353; 0.35135135135135137; 140.01787324477294; 7; 8.694159096869873
octachlorodibenzofuran; -1.914; 0.052383; C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C2C(=C(C(=C3Cl)Cl)Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.3250521919888631; 0.32465475413578065; 0.47403670581636376; 0.3303574882144626; 0.3716216216216216; 236.1703143610911; 7; 10.094777512832426
cyanogen chloride; -2.117; 0.027586; C(#N)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.04506935893157604; 0.04497268175340125; 0.18769814723885145; 0.36373277713136437; 0.05405405405405406; 0.86; 7; 0.8362480242006185
N,N-dichloromethylamine; -1.955; 0.163905; CN(Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.07315260888641624; 0.07091038386013995; 0.14133246051571105; 0.040038864212842175; 0.08783783783783784; 0.3019179581362373; 7; 0.0
chloroacetonitrile; -6.557; 0.077981; C(C#N)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.05542947706773107; 0.053760026689063635; 0.20630297028637698; 0.23066613628103838; 0.07432432432432433; 93.0; 7; 0.0
dichloroacetonitrile; -4.645; 0.082006; C(#N)C(Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.08053286198758071; 0.07969772879580234; 0.20451857422223466; 0.4063694972101269; 0.0945945945945946; 260.0; 7; 0.0
trichloroacetonitrile; -0.649; 0.060737; C(#N)C(Cl)(Cl)Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.10563624690743034; 0.10563543090254103; 0.2902166893167511; 0.40779134791565996; 0.11486486486486487; 302.698; 7; 7.587999054706174
metformin hydrochloride; -17.597; 4.304807; CN(C)C(=N)N=C(N)N.Cl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 0; 0.12202279942980304; 0.11232525540438908; 0.3871977795930194; 0.4635125293022648; 0.20270270270270271; 1300000000000.0; 7; 0.0
bis(2-chloroethyl)methylamine; -2.339; 1.330575; CN(CCCl)CCCl; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; 1; 0.11459308143103636; 0.10605976360278947; 0.3183456108879187; 0.07386704039336725; 0.16891891891891891; 213.0; 7; 1.3745983213567
